body_type,daysonmarket,fuel_type,has_accidents,highway_fuel_economy,horsepower,is_new,make_name,mileage,price,seller_rating,year
SUV / Crossover,38,Gasoline,,32.0,148.0,True,Mazda,0.0,23140.0,3.8,2020
SUV / Crossover,18,Gasoline,False,29.0,187.0,False,Mazda,19941.0,21995.0,3.8,2017
SUV / Crossover,5,Gasoline,,30.0,187.0,True,Mazda,0.0,29620.0,3.8,2020
SUV / Crossover,7,Gasoline,True,32.0,170.0,False,Nissan,42870.0,17995.0,4.418604651162791,2016
Convertible,33,Gasoline,False,21.0,333.0,False,BMW,78600.0,25900.0,4.418604651162791,2003
SUV / Crossover,82,Gasoline,,32.0,148.0,True,Mazda,0.0,23340.0,3.8,2020
SUV / Crossover,38,Gasoline,,32.0,148.0,True,Mazda,0.0,23340.0,3.8,2020
SUV / Crossover,9,Gasoline,True,29.0,187.0,False,Mazda,40038.0,19995.0,3.8,2017
SUV / Crossover,4,Gasoline,,26.0,187.0,True,Mazda,0.0,29720.0,3.8,2020
SUV / Crossover,1,Gasoline,False,32.0,155.0,False,Mazda,71554.0,10995.0,3.8,2014
SUV / Crossover,25,Gasoline,,30.0,187.0,True,Mazda,0.0,29990.0,3.8,2020
Sedan,46,Gasoline,,36.0,186.0,True,Mazda,0.0,23645.0,3.8,2020
SUV / Crossover,60,Gasoline,,31.0,186.0,True,Mazda,0.0,24465.0,3.8,2020
Sedan,64,Gasoline,False,41.0,155.0,False,Mazda,25142.0,13999.0,3.8,2016
Hatchback,37,Gasoline,False,40.0,155.0,False,Mazda,30921.0,13999.0,3.8,2016
SUV / Crossover,41,Gasoline,,30.0,187.0,True,Mazda,0.0,30515.0,3.8,2020
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,29990.0,3.8,2020
SUV / Crossover,59,Gasoline,,31.0,186.0,True,Mazda,0.0,24465.0,3.8,2020
Sedan,47,Gasoline,False,36.0,184.0,False,Mazda,20762.0,16999.0,3.8,2018
SUV / Crossover,60,Gasoline,,31.0,186.0,True,Mazda,0.0,24465.0,3.8,2020
SUV / Crossover,3,Gasoline,False,29.0,187.0,False,Mazda,42666.0,22899.0,3.8,2017
Sedan,5,Gasoline,,31.0,250.0,True,Mazda,0.0,30745.0,3.8,2020
Sedan,7,Gasoline,,33.0,241.60205479452054,True,Mazda,0.0,25295.0,3.8,2021
SUV / Crossover,46,Gasoline,,30.0,187.0,True,Mazda,0.0,30705.0,3.8,2020
SUV / Crossover,12,Gasoline,True,19.0,275.0,False,Chevrolet,86384.0,5995.0,3.8,2005
Sedan,12,Gasoline,,35.0,187.0,True,Mazda,0.0,25310.0,3.8,2020
SUV / Crossover,45,Gasoline,,30.0,187.0,True,Mazda,0.0,30770.0,3.8,2020
SUV / Crossover,42,Gasoline,,30.0,187.0,True,Mazda,0.0,30770.0,3.8,2020
SUV / Crossover,5,Gasoline,False,29.0,187.0,False,Mazda,41992.0,20995.0,3.8,2017
Sedan,96,Gasoline,,33.0,186.0,True,Mazda,0.0,25345.0,3.8,2020
SUV / Crossover,8,Gasoline,False,29.0,187.0,False,Mazda,29730.0,21395.0,3.8,2017
Sedan,6,Gasoline,,35.0,187.0,True,Mazda,0.0,25410.0,3.8,2020
SUV / Crossover,5,Gasoline,True,21.0,273.0,False,Mazda,108045.0,8995.0,3.8,2009
Sedan,6,Gasoline,,33.0,241.60205479452054,True,Mazda,0.0,25690.0,3.8,2021
SUV / Crossover,40,Gasoline,,30.0,187.0,True,Mazda,0.0,30770.0,3.8,2020
SUV / Crossover,21,Gasoline,,30.0,187.0,True,Mazda,0.0,30770.0,3.8,2020
Convertible,6,Gasoline,False,26.0,333.0,False,Audi,42820.0,29999.0,3.8,2016
Sedan,62,Gasoline,,33.0,186.0,True,Mazda,0.0,25535.0,3.8,2020
SUV / Crossover,11,Gasoline,False,29.0,187.0,False,Mazda,26063.0,21995.0,3.8,2017
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,30770.0,3.8,2020
SUV / Crossover,19,Gasoline,,30.0,187.0,True,Mazda,0.0,30770.0,3.8,2020
SUV / Crossover,49,Gasoline,False,29.0,187.0,False,Mazda,29500.0,19899.0,3.8,2017
SUV / Crossover,13,Gasoline,,30.0,187.0,True,Mazda,0.0,30770.0,3.8,2020
SUV / Crossover,61,Gasoline,,31.0,186.0,True,Mazda,0.0,30800.0,3.8,2020
SUV / Crossover,8,Gasoline,,26.0,187.0,True,Mazda,0.0,30770.0,3.8,2020
SUV / Crossover,174,Gasoline,,30.0,187.0,True,Mazda,0.0,30830.0,3.8,2020
SUV / Crossover,40,Gasoline,,30.0,187.0,True,Mazda,0.0,30830.0,3.8,2020
SUV / Crossover,25,Gasoline,,30.0,187.0,True,Mazda,0.0,30895.0,3.8,2020
SUV / Crossover,47,Gasoline,,30.0,187.0,True,Mazda,0.0,33530.0,3.8,2020
SUV / Crossover,21,Gasoline,,30.0,187.0,True,Mazda,0.0,33700.0,3.8,2020
SUV / Crossover,11,Gasoline,,27.0,250.0,True,Mazda,0.0,36825.0,3.8,2020
SUV / Crossover,5,Gasoline,,27.0,250.0,True,Mazda,0.0,36925.0,3.8,2020
SUV / Crossover,25,Gasoline,,30.0,187.0,True,Mazda,0.0,30895.0,3.8,2020
SUV / Crossover,20,Gasoline,,30.0,187.0,True,Mazda,0.0,30895.0,3.8,2020
SUV / Crossover,6,Gasoline,,30.0,187.0,True,Mazda,0.0,33700.0,3.8,2020
SUV / Crossover,19,Gasoline,,27.0,250.0,True,Mazda,0.0,37025.0,3.8,2020
SUV / Crossover,5,Gasoline,,30.0,187.0,True,Mazda,0.0,33800.0,3.8,2020
SUV / Crossover,7,Gasoline,,27.0,250.0,True,Mazda,0.0,37025.0,3.8,2020
SUV / Crossover,11,Gasoline,,30.0,187.0,True,Mazda,0.0,30895.0,3.8,2020
SUV / Crossover,8,Gasoline,,26.0,187.0,True,Mazda,0.0,30970.0,3.8,2020
SUV / Crossover,7,Gasoline,,30.0,187.0,True,Mazda,0.0,34095.0,3.8,2020
SUV / Crossover,4,Gasoline,,27.0,250.0,True,Mazda,0.0,37295.0,3.8,2020
SUV / Crossover,19,Gasoline,,27.0,250.0,True,Mazda,0.0,37520.0,3.8,2020
SUV / Crossover,5,Gasoline,,30.0,187.0,True,Mazda,0.0,34500.0,3.8,2020
SUV / Crossover,45,Gasoline,,30.0,187.0,True,Mazda,0.0,30995.0,3.8,2020
SUV / Crossover,46,Gasoline,,30.0,187.0,True,Mazda,0.0,30995.0,3.8,2020
SUV / Crossover,4,Gasoline,,30.0,187.0,True,Mazda,0.0,34500.0,3.8,2020
SUV / Crossover,4,Gasoline,,30.0,187.0,True,Mazda,0.0,34500.0,3.8,2020
SUV / Crossover,13,Gasoline,,27.0,250.0,True,Mazda,0.0,37520.0,3.8,2020
SUV / Crossover,25,Gasoline,,26.0,250.0,True,Mazda,0.0,40875.0,3.8,2020
SUV / Crossover,25,Gasoline,,30.0,187.0,True,Mazda,0.0,30995.0,3.8,2020
SUV / Crossover,21,Gasoline,,30.0,187.0,True,Mazda,0.0,30995.0,3.8,2020
SUV / Crossover,19,Gasoline,,30.0,187.0,True,Mazda,0.0,34700.0,3.8,2020
SUV / Crossover,248,Gasoline,,26.0,250.0,True,Mazda,0.0,41250.0,3.8,2020
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,34700.0,3.8,2020
SUV / Crossover,116,Gasoline,,26.0,250.0,True,Mazda,0.0,41260.0,3.8,2020
SUV / Crossover,6,Gasoline,,30.0,187.0,True,Mazda,0.0,34700.0,3.8,2020
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,30995.0,3.8,2020
SUV / Crossover,13,Gasoline,,30.0,187.0,True,Mazda,0.0,30995.0,3.8,2020
SUV / Crossover,4,Gasoline,,30.0,187.0,True,Mazda,0.0,34700.0,3.8,2020
SUV / Crossover,39,Gasoline,,26.0,250.0,True,Mazda,0.0,41325.0,3.8,2020
SUV / Crossover,17,Gasoline,,26.0,250.0,True,Mazda,0.0,44615.0,3.8,2020
SUV / Crossover,60,Gasoline,,31.0,186.0,True,Mazda,0.0,31065.0,3.8,2020
SUV / Crossover,35,Gasoline,,30.0,187.0,True,Mazda,205.0,34735.0,3.8,2020
SUV / Crossover,28,Gasoline,,30.0,187.0,True,Mazda,0.0,31070.0,3.8,2020
SUV / Crossover,46,Gasoline,,30.0,187.0,True,Mazda,0.0,34735.0,3.8,2020
SUV / Crossover,46,Gasoline,,26.0,250.0,True,Mazda,0.0,44915.0,3.8,2020
SUV / Crossover,40,Gasoline,,26.0,250.0,True,Mazda,0.0,44915.0,3.8,2020
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,31070.0,3.8,2020
SUV / Crossover,53,Gasoline,,30.0,187.0,True,Mazda,0.0,34800.0,3.8,2020
SUV / Crossover,46,Gasoline,,30.0,187.0,True,Mazda,0.0,34800.0,3.8,2020
SUV / Crossover,20,Gasoline,,30.0,187.0,True,Mazda,0.0,31195.0,3.8,2020
SUV / Crossover,40,Gasoline,,26.0,250.0,True,Mazda,0.0,45245.0,3.8,2020
SUV / Crossover,39,Gasoline,,26.0,250.0,True,Mazda,0.0,45245.0,3.8,2020
SUV / Crossover,19,Gasoline,,30.0,187.0,True,Mazda,0.0,31195.0,3.8,2020
SUV / Crossover,53,Gasoline,,30.0,187.0,True,Mazda,0.0,34925.0,3.8,2020
SUV / Crossover,46,Gasoline,,30.0,187.0,True,Mazda,0.0,35025.0,3.8,2020
SUV / Crossover,5,Gasoline,,30.0,187.0,True,Mazda,0.0,31195.0,3.8,2020
SUV / Crossover,8,Gasoline,,26.0,250.0,True,Mazda,0.0,47910.0,3.8,2020
SUV / Crossover,17,Gasoline,,26.0,250.0,True,Mazda,0.0,45490.0,3.8,2020
SUV / Crossover,59,Gasoline,,31.0,186.0,True,Mazda,0.0,31225.0,3.8,2020
SUV / Crossover,53,Gasoline,,30.0,187.0,True,Mazda,0.0,35095.0,3.8,2020
SUV / Crossover,21,Gasoline,,30.0,187.0,True,Mazda,0.0,35125.0,3.8,2020
SUV / Crossover,27,Gasoline,True,29.0,187.0,False,Mazda,52671.0,20995.0,3.8,2017
Sedan,20,Gasoline,True,40.0,155.0,False,Mazda,52257.0,12995.0,3.8,2013
SUV / Crossover,59,Gasoline,,31.0,186.0,True,Mazda,0.0,31325.0,3.8,2020
SUV / Crossover,53,Gasoline,,30.0,187.0,True,Mazda,0.0,31365.0,3.8,2020
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,35125.0,3.8,2020
SUV / Crossover,33,Gasoline,False,33.0,190.0,False,Honda,10433.0,27999.0,3.8,2019
SUV / Crossover,2,Gasoline,True,29.0,187.0,False,Mazda,21630.0,24995.0,3.8,2017
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,35125.0,3.8,2020
SUV / Crossover,21,Gasoline,,30.0,187.0,True,Mazda,0.0,31365.0,3.8,2020
Sedan,49,Gasoline,True,37.0,155.0,False,Mazda,33936.0,14999.0,3.8,2017
SUV / Crossover,8,Gasoline,,26.0,187.0,True,Mazda,0.0,31365.0,3.8,2020
SUV / Crossover,402,Gasoline,False,32.0,148.0,False,Mazda,7000.0,21999.0,3.8,2019
SUV / Crossover,45,Gasoline,,30.0,187.0,True,Mazda,0.0,31490.0,3.8,2020
SUV / Crossover,5,Gasoline,,30.0,187.0,True,Mazda,0.0,35125.0,3.8,2020
Sedan,6,Gasoline,False,35.0,184.0,False,Mazda,18148.0,17495.0,3.8,2017
SUV / Crossover,7,Gasoline,,30.0,187.0,True,Mazda,0.0,35125.0,3.8,2020
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,31490.0,3.8,2020
SUV / Crossover,12,Gasoline,True,29.0,187.0,False,Mazda,27355.0,21999.0,3.8,2017
SUV / Crossover,59,Gasoline,,31.0,186.0,True,Mazda,0.0,31625.0,3.8,2020
Sedan,46,Gasoline,False,35.0,184.0,False,Mazda,28350.0,18999.0,3.8,2017
SUV / Crossover,47,Gasoline,,30.0,187.0,True,Mazda,0.0,35160.0,3.8,2020
SUV / Crossover,45,Gasoline,,30.0,187.0,True,Mazda,0.0,35225.0,3.8,2020
SUV / Crossover,19,Gasoline,,30.0,187.0,True,Mazda,0.0,32875.0,3.8,2020
SUV / Crossover,16,Gasoline,True,29.0,187.0,False,Mazda,34473.0,23995.0,3.8,2017
SUV / Crossover,12,Gasoline,,30.0,187.0,True,Mazda,0.0,32875.0,3.8,2020
SUV / Crossover,519,Gasoline,False,32.0,148.0,False,Mazda,2337.0,20745.0,3.8,2019
SUV / Crossover,47,Gasoline,,30.0,187.0,True,Mazda,0.0,35320.0,3.8,2020
SUV / Crossover,45,Gasoline,,30.0,187.0,True,Mazda,0.0,35325.0,3.8,2020
Sedan,0,Gasoline,False,36.0,184.0,False,Mazda,5104.0,18899.0,3.8,2018
SUV / Crossover,4,Gasoline,,30.0,187.0,True,Mazda,0.0,32875.0,3.8,2020
Hatchback,68,Gasoline,False,32.0,186.0,False,Mazda,15982.0,26999.0,3.8,2020
SUV / Crossover,4,Gasoline,,30.0,187.0,True,Mazda,0.0,33075.0,3.8,2020
SUV / Crossover,19,Gasoline,False,32.0,146.0,False,Mazda,36180.0,19300.0,3.8,2018
SUV / Crossover,17,Gasoline,,30.0,187.0,True,Mazda,0.0,35325.0,3.8,2020
SUV / Crossover,7,Gasoline,,30.0,187.0,True,Mazda,0.0,35325.0,3.8,2020
SUV / Crossover,39,Gasoline,,30.0,187.0,True,Mazda,0.0,33470.0,3.8,2020
Sedan,22,Gasoline,False,37.0,124.0,False,Nissan,10573.0,16999.0,3.8,2019
SUV / Crossover,19,Gasoline,False,29.0,187.0,False,Mazda,28615.0,24995.0,3.8,2017
SUV / Crossover,11,Gasoline,,30.0,187.0,True,Mazda,0.0,33500.0,3.8,2020
SUV / Crossover,7,Gasoline,,30.0,187.0,True,Mazda,0.0,35325.0,3.8,2020
Convertible,82,Gasoline,,34.0,181.0,True,Mazda,0.0,35370.0,3.8,2020
SUV / Crossover,12,Gasoline,True,29.0,187.0,False,Mazda,20545.0,22950.0,3.8,2017
SUV / Crossover,4,Gasoline,,30.0,187.0,True,Mazda,0.0,33500.0,3.8,2020
SUV / Crossover,39,Gasoline,,30.0,187.0,True,Mazda,0.0,35425.0,3.8,2020
Convertible,7,Gasoline,,35.0,181.0,True,Mazda,0.0,36260.0,3.8,2020
Sedan,29,Gasoline,False,33.0,184.0,False,Mazda,27624.0,22095.0,3.8,2017
Sedan,15,Gasoline,True,37.0,132.0,False,Toyota,68444.0,13495.0,3.8,2015
Convertible,8,Gasoline,,35.0,181.0,True,Mazda,0.0,36355.0,3.8,2020
Sedan,10,Gasoline,False,35.0,184.0,False,Mazda,44864.0,20799.0,3.8,2017
SUV / Crossover,33,Gasoline,False,27.0,250.0,False,Mazda,13456.0,32999.0,3.8,2019
Sedan,26,Gasoline,False,36.0,184.0,False,Mazda,25735.0,20395.0,3.8,2017
Sedan,21,Gasoline,False,36.0,184.0,False,Mazda,34893.0,19750.0,3.8,2017
SUV / Crossover,27,Gasoline,False,29.0,187.0,False,Mazda,38042.0,23099.0,3.8,2017
SUV / Crossover,416,Gasoline,False,32.0,148.0,False,Mazda,7000.0,23999.0,3.8,2019
Hatchback,8,Hybrid,True,36.0,241.60205479452054,False,Toyota,95407.0,7995.0,4.545454545454546,2010
Hatchback,76,Gasoline,False,31.0,292.0,False,Volkswagen,23373.0,29990.0,4.441176470588236,2017
SUV / Crossover,6,Flex Fuel Vehicle,True,22.0,355.0,False,Chevrolet,144275.0,19900.0,4.714285714285714,2015
Sedan,18,Gasoline,False,30.0,354.0,False,Audi,9687.0,43990.0,4.441176470588236,2018
Sedan,60,Hybrid,True,33.0,198.0,False,Nissan,61777.0,6999.0,4.343283582089552,2011
Sedan,77,Gasoline,True,26.0,162.0,False,Mitsubishi,187981.0,2899.0,4.343283582089552,2004
SUV / Crossover,6,Gasoline,False,28.0,240.0,False,BMW,36757.0,27800.0,4.131578947368421,2017
SUV / Crossover,180,Flex Fuel Vehicle,True,22.0,355.0,False,GMC,81156.0,29900.0,4.714285714285714,2016
Sedan,5,Gasoline,False,34.0,189.0,False,Honda,66235.0,11800.0,4.131578947368421,2014
SUV / Crossover,6,Gasoline,True,21.0,420.0,False,Cadillac,77440.0,39900.0,4.714285714285714,2016
SUV / Crossover,13,Gasoline,False,18.0,390.0,False,Land Rover,128871.0,9500.0,4.115384615384615,2009
SUV / Crossover,41,Gasoline,False,29.0,170.0,False,Subaru,96026.0,11645.0,4.545454545454546,2014
SUV / Crossover,6,Gasoline,False,22.0,362.0,False,Mercedes-Benz,49267.0,41200.0,4.131578947368421,2017
Coupe,56,Gasoline,False,27.0,400.0,False,Chevrolet,32084.0,23999.0,4.343283582089552,2010
Hatchback,38,Electric,False,122.0,241.60205479452054,False,Hyundai,47927.0,12991.0,4.258064516129032,2017
Sedan,209,Gasoline,False,28.0,304.0,False,Cadillac,19175.0,29900.0,4.714285714285714,2019
Sedan,69,Gasoline,True,38.0,147.0,False,Hyundai,33470.0,9491.0,4.258064516129032,2017
Sedan,131,Gasoline,False,24.0,273.0,False,Lincoln,171685.0,6695.0,4.545454545454546,2009
Sedan,8,Gasoline,False,35.0,200.0,False,Hyundai,147188.0,5999.0,4.343283582089552,2012
Sedan,83,Gasoline,False,33.0,185.0,False,Kia,42416.0,13995.0,4.545454545454546,2019
Sedan,35,Gasoline,True,31.0,200.0,False,Volkswagen,100635.0,6251.0,4.258064516129032,2012
SUV / Crossover,11,Gasoline,False,24.0,242.0,False,Hyundai,180818.0,4700.0,4.115384615384615,2008
Convertible,12,Gasoline,True,22.0,425.0,False,BMW,25573.0,54800.0,4.131578947368421,2018
SUV / Crossover,43,Gasoline,False,33.0,190.0,False,Honda,19326.0,23990.0,4.441176470588236,2019
SUV / Crossover,4,Gasoline,False,25.0,333.0,False,Audi,27367.0,37800.0,4.131578947368421,2017
Sedan,47,Gasoline,False,38.0,138.0,False,Chevrolet,57943.0,8791.0,4.258064516129032,2014
Sedan,242,Gasoline,False,33.0,250.0,False,Chevrolet,14412.0,20499.0,4.545454545454546,2017
Sedan,64,Gasoline,True,34.0,175.0,False,Subaru,33758.0,15498.0,3.631578947368421,2017
Sedan,71,Gasoline,False,36.0,185.0,False,Hyundai,31738.0,14991.0,4.258064516129032,2017
SUV / Crossover,19,Gasoline,False,27.0,184.0,False,Volkswagen,77019.0,17995.0,4.545454545454546,2018
Sedan,5,Gasoline,False,35.0,189.0,False,Honda,66495.0,13800.0,4.131578947368421,2016
Sedan,50,Gasoline,False,30.0,435.0,False,Audi,115089.0,19990.0,4.441176470588236,2015
SUV / Crossover,193,Gasoline,False,32.0,170.0,False,Subaru,57402.0,15990.0,4.258064516129032,2017
Pickup Truck,189,Gasoline,True,22.0,241.60205479452054,False,Chevrolet,234995.0,2899.0,4.343283582089552,1997
SUV / Crossover,235,Gasoline,True,22.0,270.0,False,Jeep,4762.0,37499.0,4.343283582089552,2020
SUV / Crossover,50,Gasoline,False,24.0,354.0,False,Audi,33951.0,42990.0,4.441176470588236,2018
Sedan,28,Gasoline,False,38.0,185.0,False,Hyundai,49583.0,12874.0,3.631578947368421,2016
SUV / Crossover,42,Gasoline,True,20.0,420.0,False,GMC,19944.0,46888.0,3.631578947368421,2017
Sedan,410,Gasoline,True,37.0,185.0,False,Honda,66798.0,13275.0,3.631578947368421,2016
SUV / Crossover,364,Gasoline,True,23.0,288.0,False,GMC,102535.0,12886.0,3.631578947368421,2014
SUV / Crossover,22,Gasoline,False,19.0,210.0,False,Jeep,165050.0,2999.0,4.343283582089552,2005
SUV / Crossover,77,Gasoline,False,30.0,166.0,False,Mitsubishi,53397.0,14886.0,3.631578947368421,2018
Coupe,6,Gasoline,False,27.0,241.60205479452054,False,Ford,5318.0,54800.0,4.131578947368421,2018
SUV / Crossover,12,Gasoline,False,25.0,252.0,False,Audi,28972.0,39890.0,4.441176470588236,2018
SUV / Crossover,39,Gasoline,False,23.0,300.0,False,Lincoln,90285.0,15900.0,4.714285714285714,2017
Coupe,13,Gasoline,False,15.0,483.0,False,Ferrari,43787.0,79800.0,4.131578947368421,2005
Hatchback,61,Gasoline,True,27.0,115.0,False,Volkswagen,124070.0,2899.0,4.343283582089552,2003
Sedan,7,Gasoline,False,26.0,204.0,False,Lexus,160240.0,4900.0,4.115384615384615,2008
Wagon,54,Hybrid,False,40.0,134.0,False,Lexus,140494.0,8995.0,4.545454545454546,2013
Sedan,61,Gasoline,False,38.0,145.0,False,Hyundai,91725.0,7691.0,4.258064516129032,2016
Sedan,50,Gasoline,False,31.0,177.0,False,Honda,94493.0,9595.0,4.545454545454546,2010
Sedan,52,Gasoline,False,35.0,185.0,False,Hyundai,15335.0,16990.0,4.258064516129032,2018
Sedan,2,Gasoline,True,36.0,148.0,False,Kia,81974.0,6791.0,4.258064516129032,2014
SUV / Crossover,21,Gasoline,False,24.0,166.0,False,Honda,159585.0,5700.0,4.115384615384615,2009
SUV / Crossover,81,Gasoline,True,25.0,310.0,False,GMC,39048.0,27900.0,4.131578947368421,2017
Sedan,6,Gasoline,True,33.0,241.60205479452054,False,Toyota,163917.0,7900.0,4.714285714285714,2016
Sedan,8,Gasoline,False,31.0,170.0,False,Volkswagen,97068.0,9595.0,4.545454545454546,2013
Sedan,76,Gasoline,False,33.0,185.0,False,Kia,46932.0,13995.0,4.545454545454546,2019
Sedan,22,Gasoline,False,26.0,305.0,False,Lincoln,96632.0,21900.0,4.714285714285714,2019
Sedan,25,Gasoline,False,25.0,456.0,False,BMW,46714.0,47800.0,4.131578947368421,2018
SUV / Crossover,39,Flex Fuel Vehicle,False,22.0,355.0,False,GMC,81070.0,31900.0,4.714285714285714,2017
Sedan,18,Gasoline,True,33.0,241.60205479452054,False,Honda,160954.0,9899.0,4.343283582089552,2013
SUV / Crossover,14,Gasoline,False,27.0,185.0,False,Hyundai,20788.0,20991.0,4.258064516129032,2019
Sedan,60,Gasoline,False,29.0,333.0,False,Audi,26432.0,38990.0,4.441176470588236,2017
SUV / Crossover,24,Gasoline,False,27.0,176.0,False,Hyundai,59590.0,10996.0,3.631578947368421,2012
Sedan,11,Gasoline,True,42.0,174.0,False,Honda,16428.0,16999.0,4.343283582089552,2016
Sedan,15,Gasoline,False,36.0,175.0,False,Subaru,64225.0,15155.0,4.545454545454546,2016
Hatchback,22,Gasoline,False,34.0,109.0,False,Honda,132261.0,3899.0,4.343283582089552,2007
Sedan,22,Gasoline,False,27.0,175.0,False,Nissan,179895.0,2999.0,4.343283582089552,2006
Sedan,3,Gasoline,False,25.0,311.0,False,Genesis,13001.0,27888.0,3.631578947368421,2017
Sedan,20,Gasoline,True,34.0,140.0,False,Honda,133873.0,5990.0,4.441176470588236,2010
Sedan,34,Gasoline,True,28.0,362.0,False,Mercedes-Benz,36211.0,38800.0,4.131578947368421,2017
Sedan,4,Gasoline,False,38.0,132.0,False,Toyota,90038.0,12680.0,4.545454545454546,2016
SUV / Crossover,34,Gasoline,False,21.0,420.0,False,GMC,41493.0,45900.0,4.714285714285714,2019
Sedan,34,Hybrid,False,41.0,188.0,False,Ford,3751.0,13900.0,4.115384615384615,2019
SUV / Crossover,6,Gasoline,False,28.0,200.0,False,Audi,37881.0,21990.0,4.441176470588236,2016
Sedan,47,Gasoline,False,30.0,300.0,False,Nissan,55260.0,17991.0,4.258064516129032,2017
SUV / Crossover,45,Gasoline,False,28.0,175.0,False,Hyundai,30722.0,18291.0,4.258064516129032,2017
SUV / Crossover,76,Gasoline,True,20.0,420.0,False,Cadillac,40080.0,44900.0,4.131578947368421,2017
Sedan,26,Gasoline,False,40.0,158.0,False,Honda,22896.0,17537.0,3.631578947368421,2017
Sedan,49,Gasoline,True,37.0,147.0,False,Hyundai,35488.0,13547.0,3.631578947368421,2018
Sedan,393,Gasoline,False,34.0,175.0,False,Subaru,62816.0,16885.0,3.631578947368421,2018
SUV / Crossover,493,Gasoline,True,22.0,273.0,False,Mazda,78052.0,12884.0,3.631578947368421,2015
SUV / Crossover,27,Gasoline,True,27.0,252.0,False,Audi,47952.0,32400.0,4.131578947368421,2018
Sedan,57,Gasoline,True,26.0,221.0,False,Lincoln,131399.0,3499.0,4.343283582089552,2006
Sedan,39,Gasoline,False,27.0,450.0,False,Audi,36646.0,42800.0,4.131578947368421,2017
Sedan,98,Gasoline,False,31.0,175.0,False,Ford,126368.0,4700.0,4.115384615384615,2010
Sedan,98,Gasoline,False,29.0,300.0,False,BMW,137214.0,12900.0,4.115384615384615,2011
SUV / Crossover,76,Gasoline,True,25.0,181.0,False,Kia,50796.0,14995.0,4.545454545454546,2017
Sedan,64,Gasoline,False,33.0,185.0,False,Kia,42000.0,14399.0,4.545454545454546,2019
Pickup Truck,89,Gasoline,False,22.0,325.0,False,Ford,202612.0,5899.0,4.343283582089552,2006
SUV / Crossover,16,Gasoline,False,24.0,161.0,False,Toyota,215251.0,3999.0,4.343283582089552,2004
Sedan,18,Gasoline,False,29.0,333.0,False,Audi,15711.0,33800.0,4.131578947368421,2017
Sedan,52,Gasoline,False,35.0,185.0,False,Hyundai,41064.0,17791.0,4.258064516129032,2018
SUV / Crossover,38,Gasoline,False,26.0,185.0,False,Hyundai,39367.0,16791.0,4.258064516129032,2018
Coupe,106,Gasoline,False,32.0,310.0,False,Ford,103986.0,13900.0,4.115384615384615,2015
Hatchback,48,Gasoline,True,30.0,138.0,False,Hyundai,86960.0,8030.0,4.545454545454546,2011
Sedan,6,Gasoline,True,37.0,147.0,False,Hyundai,43782.0,12889.0,3.631578947368421,2018
Sedan,14,Gasoline,False,27.0,304.0,False,Cadillac,72936.0,12491.0,4.258064516129032,2011
Sedan,7,Gasoline,False,41.0,155.0,False,Mazda,88644.0,11450.0,4.545454545454546,2016
SUV / Crossover,8,Gasoline,False,26.0,191.0,False,Kia,97346.0,10995.0,4.545454545454546,2013
SUV / Crossover,67,Gasoline,False,29.0,240.0,False,Land Rover,40052.0,38600.0,4.131578947368421,2017
Sedan,17,Gasoline,False,33.0,252.0,False,Audi,15063.0,35990.0,4.441176470588236,2018
SUV / Crossover,10,Gasoline,True,24.0,354.0,False,Audi,28645.0,37800.0,4.131578947368421,2017
Sedan,33,Gasoline,False,27.0,201.0,False,Mercedes-Benz,165748.0,2499.0,4.343283582089552,2006
SUV / Crossover,433,Gasoline,False,32.0,170.0,False,Subaru,47712.0,22000.0,3.631578947368421,2017
SUV / Crossover,47,Gasoline,False,32.0,170.0,False,Nissan,49716.0,14175.0,4.545454545454546,2014
SUV / Crossover,57,Gasoline,True,23.0,208.0,False,Volvo,91959.0,5990.0,4.441176470588236,2007
SUV / Crossover,46,Flex Fuel Vehicle,True,22.0,355.0,False,Chevrolet,166322.0,23900.0,4.714285714285714,2017
SUV / Crossover,287,Gasoline,False,26.0,271.0,False,Jeep,86300.0,17491.0,4.258064516129032,2017
Sedan,43,Gasoline,False,33.0,252.0,False,Audi,41507.0,32990.0,4.441176470588236,2018
Minivan,62,Gasoline,True,23.0,200.0,False,Chrysler,107959.0,3899.0,4.343283582089552,2007
Sedan,8,Gasoline,True,29.0,157.0,False,Toyota,146446.0,2999.0,4.343283582089552,2002
Convertible,7,Gasoline,False,21.0,300.0,False,Lexus,131194.0,8491.0,4.258064516129032,2002
SUV / Crossover,84,Gasoline,True,19.0,210.0,False,Ford,119692.0,3899.0,4.343283582089552,2004
Hatchback,31,Gasoline,True,36.0,155.0,False,Mazda,76343.0,8899.0,4.343283582089552,2013
Sedan,57,Gasoline,False,37.0,147.0,False,Hyundai,32035.0,12291.0,4.258064516129032,2017
