body_type,daysonmarket,fuel_type,has_accidents,highway_fuel_economy,horsepower,is_new,make_name,mileage,price,seller_rating,year
Sedan,33,Gasoline,False,34.0,192.0,False,Kia,92863.0,9999.0,3.577777777777778,2015
Sedan,27,Gasoline,False,26.0,400.0,False,Lincoln,3505.0,29868.0,3.647058823529412,2017
SUV / Crossover,3,Gasoline,True,23.0,265.0,False,Ford,177937.0,5250.0,3.577777777777778,2010
Pickup Truck,13,Gasoline,False,22.0,420.0,False,GMC,26382.0,47924.0,3.4477611940298507,2017
SUV / Crossover,49,Gasoline,False,19.0,292.0,False,Ford,126159.0,4850.0,3.577777777777778,2010
SUV / Crossover,9,Flex Fuel Vehicle,False,21.0,320.0,False,Chevrolet,148801.0,15993.0,4.377777777777778,2010
SUV / Crossover,54,Gasoline,False,23.0,208.0,False,Volvo,130886.0,3750.0,3.577777777777778,2007
SUV / Crossover,12,Gasoline,False,24.0,240.0,False,Ford,69232.0,7524.0,3.647058823529412,2009
SUV / Crossover,339,Gasoline,,30.0,180.0,True,Jeep,13.0,24779.0,4.377777777777778,2020
SUV / Crossover,183,Gasoline,,30.0,180.0,True,Jeep,19.0,24612.0,4.377777777777778,2020
Wagon,12,Gasoline,False,25.0,250.0,False,Volvo,99133.0,11993.0,4.377777777777778,2015
Sedan,8,Hybrid,False,33.0,241.60205479452054,False,Toyota,78163.0,12993.0,4.377777777777778,2013
Sedan,6,Gasoline,False,29.0,211.0,False,Audi,116317.0,7499.0,3.577777777777778,2011
Hatchback,142,Gasoline,,36.0,120.0,True,Kia,10.0,16890.0,3.647058823529412,2020
Pickup Truck,5,Gasoline,False,19.0,367.0,False,Chevrolet,94748.0,14993.0,4.377777777777778,2007
Sedan,22,Gasoline,True,33.0,138.0,False,Chevrolet,101941.0,5499.0,3.577777777777778,2014
SUV / Crossover,49,Gasoline,False,23.0,260.0,False,Kia,16831.0,22504.0,3.647058823529412,2017
SUV / Crossover,14,Gasoline,False,22.0,365.0,False,Ford,50864.0,32382.0,3.647058823529412,2019
SUV / Crossover,8,Gasoline,False,23.0,301.0,False,GMC,58196.0,12959.0,3.4477611940298507,2013
SUV / Crossover,7,Gasoline,,30.0,180.0,True,Jeep,0.0,26111.0,4.377777777777778,2021
Hatchback,54,Gasoline,True,43.0,78.0,False,Mitsubishi,17485.0,7499.0,3.577777777777778,2018
SUV / Crossover,35,Gasoline,False,22.0,265.0,False,Ford,159477.0,4999.0,3.577777777777778,2009
SUV / Crossover,4,Gasoline,False,24.0,290.0,False,Kia,12263.0,28036.0,3.647058823529412,2019
Hatchback,50,Gasoline,False,53.0,121.0,False,Toyota,24092.0,21993.0,4.377777777777778,2017
Minivan,28,Gasoline,False,24.0,276.0,False,Kia,45799.0,17833.0,3.647058823529412,2017
SUV / Crossover,54,Gasoline,True,21.0,260.0,False,Dodge,104110.0,7999.0,3.577777777777778,2011
Hatchback,49,Gasoline,False,38.0,153.0,False,Chevrolet,113058.0,8999.0,3.577777777777778,2017
SUV / Crossover,24,Gasoline,,30.0,180.0,True,Jeep,0.0,26329.0,4.377777777777778,2021
Hatchback,52,Gasoline,False,35.0,106.0,False,Toyota,117397.0,6499.0,3.577777777777778,2017
Sedan,25,Gasoline,False,36.0,138.0,False,Chevrolet,69132.0,9433.0,4.377777777777778,2015
SUV / Crossover,146,Gasoline,,33.0,147.0,True,Kia,10.0,17590.0,3.647058823529412,2020
SUV / Crossover,21,Gasoline,False,30.0,180.0,False,Jeep,19626.0,24773.0,4.377777777777778,2018
Sedan,101,Gasoline,,40.0,147.0,True,Kia,2.0,18890.0,3.647058823529412,2020
Hatchback,1,Gasoline,False,36.0,160.0,False,Ford,142715.0,4499.0,3.577777777777778,2012
Pickup Truck,9,Gasoline,False,22.0,410.0,False,RAM,4784.0,48883.0,4.377777777777778,2018
Sedan,6,Gasoline,False,26.0,197.0,False,Buick,58468.0,5499.0,3.577777777777778,2007
Sedan,13,Gasoline,True,34.0,185.0,False,Kia,63262.0,16044.0,3.647058823529412,2017
SUV / Crossover,39,Gasoline,False,26.0,355.0,False,Chevrolet,10945.0,51259.0,3.4477611940298507,2020
Wagon,39,Gasoline,False,29.0,170.0,False,Subaru,153863.0,5250.0,3.577777777777778,2010
SUV / Crossover,20,Gasoline,False,23.0,260.0,False,Nissan,97939.0,9545.0,3.647058823529412,2011
Pickup Truck,60,Gasoline,False,22.0,355.0,False,Chevrolet,34904.0,33439.0,3.4477611940298507,2017
Hatchback,21,Gasoline,False,36.0,151.0,False,Mazda,61544.0,5250.0,3.577777777777778,2008
SUV / Crossover,2,Flex Fuel Vehicle,False,26.0,403.0,False,Cadillac,108493.0,21269.0,3.4477611940298507,2012
Pickup Truck,15,Gasoline,False,24.0,308.0,False,Chevrolet,65810.0,28442.0,3.4477611940298507,2017
SUV / Crossover,20,Gasoline,,30.0,180.0,True,Jeep,0.0,26329.0,4.377777777777778,2021
Sedan,4,Gasoline,False,33.0,158.0,False,Toyota,95188.0,5850.0,3.577777777777778,2008
Sedan,7,Gasoline,False,34.0,140.0,False,Ford,94274.0,4499.0,3.577777777777778,2011
Sedan,42,Gasoline,False,36.0,170.0,False,Volkswagen,89093.0,5999.0,3.577777777777778,2014
SUV / Crossover,25,Gasoline,True,28.0,271.0,False,Jeep,122152.0,12933.0,4.377777777777778,2015
SUV / Crossover,12,Gasoline,,29.0,270.0,True,Jeep,0.0,25702.0,4.377777777777778,2020
SUV / Crossover,67,Gasoline,False,26.0,185.0,False,Kia,4168.0,22441.0,3.647058823529412,2019
SUV / Crossover,5,Gasoline,False,33.0,152.0,False,Subaru,26295.0,22993.0,4.377777777777778,2018
Sedan,5,Gasoline,True,29.0,288.0,False,Ford,116476.0,9773.0,4.377777777777778,2014
Sedan,94,Gasoline,,40.0,147.0,True,Kia,89.0,18890.0,3.647058823529412,2020
Sedan,90,Gasoline,True,34.0,132.0,False,Toyota,37432.0,8999.0,3.577777777777778,2012
Sedan,94,Gasoline,,40.0,147.0,True,Kia,145.0,18890.0,3.647058823529412,2020
SUV / Crossover,53,Gasoline,False,31.0,228.0,False,BMW,14234.0,28387.0,3.647058823529412,2017
SUV / Crossover,12,Gasoline,,30.0,180.0,True,Jeep,0.0,26329.0,4.377777777777778,2021
SUV / Crossover,13,Gasoline,False,20.0,285.0,False,Jeep,91888.0,24443.0,4.377777777777778,2015
SUV / Crossover,0,Flex Fuel Vehicle,False,23.0,240.0,False,Ford,154286.0,5499.0,3.577777777777778,2012
Minivan,7,Flex Fuel Vehicle,False,25.0,283.0,False,Chrysler,130290.0,5750.0,3.577777777777778,2011
SUV / Crossover,7,Gasoline,,30.0,180.0,True,Jeep,0.0,26329.0,4.377777777777778,2021
SUV / Crossover,5,Gasoline,False,20.0,261.0,False,Nissan,160253.0,4999.0,3.577777777777778,2010
SUV / Crossover,8,Gasoline,False,26.0,290.0,False,Ford,146398.0,9499.0,3.577777777777778,2011
SUV / Crossover,52,Gasoline,False,20.0,236.0,False,Toyota,172289.0,6999.0,3.577777777777778,2008
SUV / Crossover,17,Gasoline,False,22.0,290.0,False,Ford,33041.0,25359.0,3.647058823529412,2018
SUV / Crossover,21,Gasoline,False,26.0,355.0,False,Chevrolet,9155.0,51439.0,3.4477611940298507,2020
Pickup Truck,3,Gasoline,False,22.0,355.0,False,Chevrolet,23032.0,34521.0,3.4477611940298507,2018
SUV / Crossover,7,Gasoline,,30.0,180.0,True,Jeep,0.0,26329.0,4.377777777777778,2021
Sedan,17,Gasoline,False,20.0,400.0,False,BMW,122608.0,12933.0,4.377777777777778,2012
Sedan,76,Gasoline,False,38.0,153.0,False,Chevrolet,4191.0,16439.0,3.4477611940298507,2019
Sedan,8,Gasoline,True,36.0,185.0,False,Hyundai,65046.0,14949.0,3.4477611940298507,2016
SUV / Crossover,11,Gasoline,False,26.0,355.0,False,Chevrolet,43355.0,46359.0,3.4477611940298507,2020
SUV / Crossover,42,Diesel,False,29.0,201.0,False,Mercedes-Benz,69193.0,20596.0,3.647058823529412,2015
Pickup Truck,7,Gasoline,False,21.0,395.0,False,RAM,98539.0,23439.0,3.4477611940298507,2014
Sedan,34,Gasoline,,40.0,147.0,True,Kia,160.0,18950.0,3.647058823529412,2020
Sedan,5,Gasoline,False,38.0,138.0,False,Chevrolet,116408.0,5999.0,3.577777777777778,2014
SUV / Crossover,5,Gasoline,,30.0,180.0,True,Jeep,0.0,26329.0,4.377777777777778,2021
Pickup Truck,27,Gasoline,False,21.0,395.0,False,RAM,20028.0,45661.0,3.647058823529412,2019
SUV / Crossover,7,Gasoline,,26.0,241.60205479452054,True,Jeep,0.0,27381.0,4.377777777777778,2021
SUV / Crossover,84,Gasoline,,33.0,147.0,True,Kia,10.0,18950.0,3.647058823529412,2020
SUV / Crossover,41,Gasoline,False,26.0,181.0,False,Kia,18175.0,20327.0,3.647058823529412,2020
Sedan,14,Gasoline,True,26.0,288.0,False,Ford,147238.0,7993.0,4.377777777777778,2013
Minivan,3,Gasoline,False,23.0,244.0,False,Honda,160258.0,4499.0,3.577777777777778,2009
SUV / Crossover,8,Gasoline,False,22.0,250.0,False,Honda,169476.0,8250.0,3.577777777777778,2011
Sedan,21,Flex Fuel Vehicle,True,33.0,300.0,False,Chevrolet,114349.0,5250.0,3.577777777777778,2013
Sedan,20,Gasoline,False,28.0,290.0,False,Kia,53920.0,23272.0,3.647058823529412,2017
Hatchback,12,Gasoline,False,37.0,148.0,False,Hyundai,98500.0,8223.0,4.377777777777778,2013
SUV / Crossover,63,Gasoline,True,26.0,200.0,False,Volkswagen,89319.0,7750.0,3.577777777777778,2013
SUV / Crossover,15,Gasoline,False,25.0,241.0,False,Jeep,31222.0,32443.0,4.377777777777778,2018
SUV / Crossover,7,Gasoline,,30.0,180.0,True,Jeep,0.0,27593.0,4.377777777777778,2021
SUV / Crossover,5,Gasoline,,30.0,180.0,True,Jeep,0.0,27593.0,4.377777777777778,2021
SUV / Crossover,1,Gasoline,False,26.0,170.0,False,Chevrolet,16277.0,23372.0,3.4477611940298507,2018
Pickup Truck,7,Flex Fuel Vehicle,False,19.0,315.0,False,GMC,159515.0,10333.0,4.377777777777778,2008
SUV / Crossover,4,Gasoline,False,26.0,152.0,False,Mitsubishi,31435.0,20268.0,3.647058823529412,2018
SUV / Crossover,13,Gasoline,False,32.0,141.0,False,Honda,45412.0,15620.0,3.647058823529412,2016
Sedan,33,Gasoline,True,23.0,220.0,False,Mercury,78999.0,1850.0,3.577777777777778,2002
SUV / Crossover,59,Gasoline,False,27.0,179.0,False,Toyota,27374.0,13499.0,3.577777777777778,2012
SUV / Crossover,24,Gasoline,,26.0,241.60205479452054,True,Jeep,0.0,28393.0,4.377777777777778,2021
Sedan,11,Flex Fuel Vehicle,True,33.0,160.0,False,Ford,88763.0,6750.0,3.577777777777778,2015
Sedan,8,Gasoline,True,35.0,198.0,False,Hyundai,88336.0,6250.0,3.577777777777778,2011
Coupe,41,Gasoline,False,25.0,435.0,False,Ford,3051.0,31950.0,3.647058823529412,2016
Coupe,26,Gasoline,False,31.0,305.0,False,Ford,58066.0,15264.0,3.647058823529412,2014
SUV / Crossover,633,Gasoline,,26.0,181.0,True,Kia,14.0,18995.0,3.647058823529412,2019
Minivan,7,Gasoline,False,21.0,266.0,False,Toyota,146616.0,5550.0,3.577777777777778,2008
Sedan,12,Gasoline,True,32.0,173.0,False,Subaru,99780.0,10333.0,4.377777777777778,2014
SUV / Crossover,698,Gasoline,False,29.0,185.0,True,Kia,18.0,18995.0,3.647058823529412,2019
Sedan,8,Gasoline,False,28.0,304.0,False,Cadillac,42861.0,26959.0,3.4477611940298507,2019
SUV / Crossover,24,Gasoline,False,27.0,272.0,False,Acura,25604.0,33343.0,4.377777777777778,2019
Coupe,19,Gasoline,False,29.0,197.0,False,Honda,126956.0,5499.0,3.577777777777778,2008
SUV / Crossover,8,Gasoline,False,25.0,310.0,False,Chevrolet,15254.0,34639.0,3.4477611940298507,2018
SUV / Crossover,12,Gasoline,True,30.0,187.0,False,Mazda,16801.0,20993.0,4.377777777777778,2018
SUV / Crossover,4,Gasoline,True,25.0,310.0,False,Chevrolet,37830.0,27659.0,3.4477611940298507,2018
Sedan,8,Gasoline,False,27.0,292.0,False,Dodge,32812.0,26993.0,4.377777777777778,2017
SUV / Crossover,20,Gasoline,False,20.0,285.0,False,Jeep,79393.0,27564.0,3.647058823529412,2013
SUV / Crossover,32,Gasoline,False,26.0,170.0,False,Subaru,163699.0,2750.0,3.577777777777778,2008
Coupe,25,Gasoline,False,25.0,435.0,False,Ford,2969.0,36751.0,3.647058823529412,2017
Wagon,28,Gasoline,False,30.0,130.0,False,Kia,25268.0,13182.0,3.647058823529412,2017
SUV / Crossover,20,Gasoline,False,19.0,210.0,False,Jeep,117944.0,4999.0,3.577777777777778,2008
SUV / Crossover,69,Gasoline,True,21.0,300.0,False,Acura,152351.0,6999.0,3.577777777777778,2010
Sedan,1,Gasoline,False,31.0,196.0,False,Chevrolet,105992.0,10499.0,3.577777777777778,2015
SUV / Crossover,12,Gasoline,True,19.0,202.0,False,Jeep,102888.0,12499.0,3.577777777777778,2010
Sedan,101,Gasoline,,40.0,147.0,True,Kia,18.0,19185.0,3.647058823529412,2020
Van,327,Gasoline,,27.0,280.0,True,RAM,19.0,28488.0,4.377777777777778,2020
SUV / Crossover,67,Gasoline,,30.0,180.0,True,Jeep,16.0,28039.0,4.377777777777778,2020
SUV / Crossover,15,Gasoline,True,32.0,170.0,False,Nissan,77533.0,13973.0,3.4477611940298507,2016
SUV / Crossover,539,Gasoline,,26.0,181.0,True,Kia,32.0,18995.0,3.647058823529412,2019
Convertible,52,Gasoline,False,29.0,335.0,False,Chevrolet,20990.0,27264.0,3.4477611940298507,2019
SUV / Crossover,45,Gasoline,True,30.0,185.0,False,Honda,47315.0,15499.0,3.577777777777778,2014
Coupe,5,Gasoline,False,21.0,717.0,False,Dodge,2816.0,63993.0,4.377777777777778,2020
Hatchback,6,Gasoline,False,32.0,252.0,False,Ford,121749.0,9999.0,3.577777777777778,2013
SUV / Crossover,21,Gasoline,False,21.0,285.0,False,Jeep,44736.0,30335.0,3.647058823529412,2018
SUV / Crossover,22,Gasoline,False,22.0,281.0,False,Chevrolet,20764.0,24572.0,3.4477611940298507,2017
Sedan,17,Gasoline,False,30.0,259.0,False,Buick,53356.0,12941.0,3.647058823529412,2014
Sedan,14,Gasoline,False,20.0,302.0,False,Mercedes-Benz,94985.0,8999.0,3.577777777777778,2006
Sedan,8,Gasoline,False,34.0,192.0,False,Kia,49821.0,12426.0,3.647058823529412,2014
Sedan,8,Gasoline,False,38.0,132.0,False,Toyota,97678.0,9959.0,3.4477611940298507,2015
Sedan,35,Gasoline,False,33.0,241.60205479452054,False,Toyota,164849.0,4250.0,3.577777777777778,2009
SUV / Crossover,19,Gasoline,False,25.0,295.0,False,Jeep,62783.0,21733.0,4.377777777777778,2016
Sedan,101,Gasoline,,40.0,147.0,True,Kia,18.0,19185.0,3.647058823529412,2020
SUV / Crossover,50,Gasoline,True,27.0,179.0,False,Toyota,121055.0,6750.0,3.577777777777778,2009
SUV / Crossover,21,Gasoline,False,25.0,240.0,False,Lincoln,15928.0,24993.0,4.377777777777778,2018
SUV / Crossover,60,Gasoline,True,27.0,170.0,False,Nissan,79916.0,9499.0,3.577777777777778,2015
SUV / Crossover,56,Gasoline,,33.0,147.0,True,Kia,12.0,19245.0,3.647058823529412,2021
SUV / Crossover,43,Flex Fuel Vehicle,True,23.0,240.0,False,Ford,90610.0,7250.0,3.577777777777778,2011
Sedan,30,Gasoline,True,32.0,240.0,False,BMW,77458.0,18492.0,3.647058823529412,2015
Sedan,59,Gasoline,True,36.0,175.0,False,Subaru,87193.0,11923.0,3.647058823529412,2015
Minivan,201,Gasoline,,28.0,287.0,True,Chrysler,19.0,28583.0,4.377777777777778,2020
SUV / Crossover,32,Gasoline,False,25.0,166.0,False,Toyota,172224.0,4999.0,3.577777777777778,2007
Sedan,8,Gasoline,False,40.0,153.0,False,Chevrolet,25722.0,14572.0,3.4477611940298507,2018
Van,31,Gasoline,,28.0,178.0,True,RAM,14.0,14475.0,4.377777777777778,2020
Sedan,8,Flex Fuel Vehicle,False,28.0,305.0,False,Chevrolet,23243.0,21759.0,3.4477611940298507,2017
Sedan,11,Gasoline,False,33.0,140.0,False,Ford,89035.0,4499.0,3.577777777777778,2009
Van,329,Gasoline,,27.0,280.0,True,RAM,13.0,28868.0,4.377777777777778,2020
SUV / Crossover,38,Gasoline,False,27.0,180.0,False,Jeep,57814.0,16633.0,4.377777777777778,2016
SUV / Crossover,19,Gasoline,,33.0,147.0,True,Kia,6.0,19245.0,3.647058823529412,2021
Minivan,3,Gasoline,False,28.0,248.0,False,Honda,94619.0,10499.0,3.577777777777778,2014
Coupe,25,Gasoline,False,25.0,435.0,False,Ford,8579.0,36847.0,3.647058823529412,2017
Sedan,34,Gasoline,False,38.0,158.0,False,Honda,4715.0,18556.0,3.647058823529412,2019
SUV / Crossover,8,Gasoline,True,26.0,182.0,False,Chevrolet,97479.0,9359.0,3.4477611940298507,2013
Sedan,0,Flex Fuel Vehicle,False,33.0,160.0,False,Ford,114201.0,5999.0,3.577777777777778,2015
Sedan,22,Gasoline,False,36.0,140.0,False,Honda,122368.0,4450.0,3.577777777777778,2008
SUV / Crossover,27,Gasoline,True,29.0,240.0,False,Ford,72824.0,11999.0,3.577777777777778,2016
Sedan,6,Gasoline,False,36.0,140.0,False,Honda,90826.0,5499.0,3.577777777777778,2007
Pickup Truck,32,Gasoline,False,20.0,247.0,False,Honda,182231.0,6999.0,3.577777777777778,2008
Sedan,31,Gasoline,,27.0,300.0,True,Dodge,0.0,29041.0,4.377777777777778,2020
Pickup Truck,8,Gasoline,False,22.0,355.0,False,Chevrolet,21528.0,33759.0,3.4477611940298507,2017
SUV / Crossover,7,Gasoline,,30.0,180.0,True,Jeep,0.0,29151.0,4.377777777777778,2021
Pickup Truck,7,Gasoline,False,21.0,420.0,False,GMC,79105.0,35993.0,4.377777777777778,2016
SUV / Crossover,6,Gasoline,False,27.0,279.0,False,Acura,31213.0,30057.0,3.647058823529412,2018
Sedan,13,Gasoline,False,38.0,147.0,False,Hyundai,114611.0,6999.0,3.577777777777778,2017
Sedan,61,Gasoline,False,40.0,147.0,False,Kia,26473.0,16077.0,3.647058823529412,2019
Hatchback,27,Hybrid,False,36.0,241.60205479452054,False,Toyota,156892.0,5499.0,3.577777777777778,2010
SUV / Crossover,8,Gasoline,False,22.0,281.0,False,Chevrolet,28651.0,23959.0,3.4477611940298507,2017
SUV / Crossover,183,Gasoline,,29.0,177.0,True,Jeep,14.0,17490.0,4.377777777777778,2020
SUV / Crossover,34,Gasoline,False,25.0,295.0,False,Jeep,21663.0,26034.0,3.647058823529412,2017
SUV / Crossover,57,Gasoline,False,19.0,210.0,False,Jeep,139585.0,3999.0,3.577777777777778,2005
SUV / Crossover,56,Gasoline,,33.0,147.0,True,Kia,12.0,20905.0,3.647058823529412,2021
Pickup Truck,8,Flex Fuel Vehicle,False,22.0,285.0,False,Chevrolet,57514.0,28929.0,3.4477611940298507,2018
Sedan,6,Gasoline,False,29.0,268.0,False,Cadillac,22126.0,28759.0,3.4477611940298507,2017
Convertible,19,Gasoline,False,25.0,197.0,False,Volvo,76381.0,4250.0,3.577777777777778,2004
Sedan,53,Gasoline,,40.0,147.0,True,Kia,52.0,20090.0,3.647058823529412,2020
Sedan,180,Gasoline,False,31.0,290.0,False,Acura,40359.0,19882.0,3.647058823529412,2016
SUV / Crossover,3,Gasoline,False,27.0,179.0,False,Toyota,139617.0,7750.0,3.577777777777778,2011
SUV / Crossover,74,Gasoline,,29.0,177.0,True,Jeep,16.0,17925.0,4.377777777777778,2020
SUV / Crossover,115,Gasoline,False,27.0,170.0,False,Subaru,133145.0,6999.0,3.577777777777778,2012
SUV / Crossover,5,Gasoline,False,23.0,297.0,False,INFINITI,172672.0,5750.0,3.577777777777778,2010
SUV / Crossover,7,Gasoline,False,24.0,281.0,False,Chevrolet,116782.0,9773.0,4.377777777777778,2012
SUV / Crossover,78,Gasoline,False,24.0,315.0,False,Ford,70199.0,20079.0,3.647058823529412,2015
Van,340,Gasoline,,27.0,280.0,True,RAM,16.0,29621.0,4.377777777777778,2020
SUV / Crossover,27,Gasoline,False,25.0,310.0,False,Cadillac,3721.0,53939.0,3.4477611940298507,2020
SUV / Crossover,8,Gasoline,True,22.0,230.0,False,Toyota,155707.0,4449.0,3.577777777777778,2004
Van,81,Gasoline,,28.0,178.0,True,RAM,17.0,20055.0,4.377777777777778,2020
SUV / Crossover,55,Gasoline,,33.0,147.0,True,Kia,16.0,20905.0,3.647058823529412,2021
SUV / Crossover,48,Gasoline,False,24.0,325.0,False,INFINITI,33740.0,20717.0,3.647058823529412,2016
SUV / Crossover,4,Gasoline,,26.0,241.60205479452054,True,Jeep,0.0,29726.0,4.377777777777778,2021
Hatchback,39,Hybrid,True,50.0,121.0,False,Toyota,43762.0,17926.0,3.647058823529412,2016
SUV / Crossover,56,Gasoline,,33.0,147.0,True,Kia,5.0,21250.0,3.647058823529412,2021
Sedan,81,Flex Fuel Vehicle,False,33.0,300.0,False,Chevrolet,52682.0,8450.0,3.577777777777778,2014
Hatchback,21,Gasoline,False,38.0,153.0,False,Chevrolet,51608.0,13724.0,3.4477611940298507,2017
Sedan,17,Gasoline,False,30.0,300.0,False,Nissan,53501.0,16633.0,4.377777777777778,2016
Sedan,3,Gasoline,False,35.0,200.0,False,Kia,100721.0,7560.0,3.647058823529412,2013
Pickup Truck,3,Gasoline,False,24.0,308.0,False,Chevrolet,19371.0,32930.0,3.4477611940298507,2018
SUV / Crossover,53,Gasoline,False,27.0,170.0,False,Subaru,152841.0,4999.0,3.577777777777778,2012
Hatchback,67,Gasoline,False,35.0,117.0,False,Honda,89848.0,7990.0,3.647058823529412,2009
SUV / Crossover,59,Gasoline,False,20.0,244.0,False,Honda,127070.0,4999.0,3.577777777777778,2006
Van,90,Gasoline,,28.0,178.0,True,RAM,13.0,20138.0,4.377777777777778,2020
SUV / Crossover,82,Gasoline,,29.0,177.0,True,Jeep,16.0,18704.0,4.377777777777778,2020
Minivan,7,Gasoline,False,25.0,241.0,False,Honda,193120.0,4499.0,3.577777777777778,2008
SUV / Crossover,56,Gasoline,,33.0,147.0,True,Kia,20.0,21250.0,3.647058823529412,2021
SUV / Crossover,3,Gasoline,False,24.0,250.0,False,Honda,161349.0,9750.0,3.577777777777778,2013
SUV / Crossover,208,Gasoline,,27.0,271.0,True,Jeep,14.0,29491.0,4.377777777777778,2020
SUV / Crossover,8,Gasoline,False,22.0,281.0,False,GMC,36457.0,28759.0,3.4477611940298507,2017
Wagon,17,Gasoline,False,25.0,250.0,False,Volvo,150497.0,7499.0,3.577777777777778,2015
SUV / Crossover,1,Gasoline,False,20.0,285.0,False,Jeep,208764.0,14999.0,3.577777777777778,2013
Pickup Truck,47,Gasoline,False,25.0,200.0,False,Chevrolet,69600.0,22452.0,3.647058823529412,2016
Minivan,189,Gasoline,,28.0,287.0,True,Chrysler,14.0,29744.0,4.377777777777778,2020
SUV / Crossover,55,Gasoline,,33.0,147.0,True,Kia,12.0,21250.0,3.647058823529412,2021
Sedan,33,Gasoline,False,23.0,275.0,False,Cadillac,103875.0,3999.0,3.577777777777778,2008
Wagon,25,Gasoline,False,30.0,130.0,False,Kia,43171.0,13219.0,3.647058823529412,2018
Sedan,37,Gasoline,,37.0,180.0,True,Kia,17.0,24610.0,3.647058823529412,2021
SUV / Crossover,17,Flex Fuel Vehicle,False,18.0,403.0,False,Cadillac,80286.0,27593.0,4.377777777777778,2014
SUV / Crossover,14,Gasoline,True,23.0,265.0,False,Ford,126550.0,5999.0,3.577777777777778,2010
Sedan,37,Gasoline,,37.0,180.0,True,Kia,17.0,24610.0,3.647058823529412,2021
Pickup Truck,8,Gasoline,False,22.0,355.0,False,Chevrolet,25509.0,34539.0,3.4477611940298507,2018
SUV / Crossover,8,Gasoline,False,27.0,310.0,False,Chevrolet,39764.0,24272.0,3.4477611940298507,2018
Van,54,Gasoline,,28.0,178.0,True,RAM,1.0,20155.0,4.377777777777778,2020
Van,74,Gasoline,,28.0,178.0,True,RAM,11.0,20163.0,4.377777777777778,2020
Sedan,47,Gasoline,False,32.0,173.0,False,Subaru,107611.0,6999.0,3.577777777777778,2013
Sedan,146,Gasoline,,32.0,185.0,True,Kia,13.0,21490.0,3.647058823529412,2020
SUV / Crossover,18,Gasoline,False,26.0,355.0,False,Chevrolet,41420.0,41823.0,3.4477611940298507,2019
SUV / Crossover,5,Gasoline,True,19.0,210.0,False,Jeep,151228.0,4750.0,3.577777777777778,2007
SUV / Crossover,55,Gasoline,True,25.0,166.0,False,Toyota,116295.0,6650.0,3.577777777777778,2008
Sedan,31,Gasoline,False,27.0,225.0,False,Volvo,91883.0,6999.0,3.577777777777778,2010
Van,301,Gasoline,,27.0,280.0,True,RAM,18.0,30029.0,4.377777777777778,2020
SUV / Crossover,13,Gasoline,False,26.0,170.0,False,Subaru,109034.0,7250.0,3.577777777777778,2010
Sedan,142,Gasoline,,32.0,185.0,True,Kia,13.0,21490.0,3.647058823529412,2020
Minivan,207,Gasoline,,24.0,276.0,True,Kia,98.0,28245.0,3.647058823529412,2020
SUV / Crossover,3,Gasoline,,31.0,146.0,True,Kia,2.0,24800.0,3.647058823529412,2021
Sedan,12,Gasoline,False,22.0,310.0,False,Subaru,11048.0,35443.0,4.377777777777778,2019
Sedan,13,Gasoline,,36.0,160.0,True,Chevrolet,47846.74954561977,20719.0,3.4477611940298507,2020
SUV / Crossover,3,Gasoline,False,20.0,244.0,False,Honda,220355.0,2750.0,3.577777777777778,2006
Minivan,82,Gasoline,,28.0,287.0,True,Chrysler,19.0,30162.0,4.377777777777778,2020
SUV / Crossover,5,Hybrid,,46.0,139.0,True,Kia,1.0,24640.0,3.647058823529412,2020
SUV / Crossover,7,Flex Fuel Vehicle,False,26.0,355.0,False,Chevrolet,41436.0,41872.0,3.4477611940298507,2017
SUV / Crossover,12,Gasoline,False,26.0,310.0,False,Cadillac,55711.0,29723.0,3.4477611940298507,2019
SUV / Crossover,121,Gasoline,,26.0,181.0,True,Kia,12.0,28195.0,3.647058823529412,2020
SUV / Crossover,12,Gasoline,,26.0,241.60205479452054,True,Jeep,0.0,30169.0,4.377777777777778,2021
Sedan,450,Gasoline,False,36.0,185.0,False,Hyundai,103195.0,9250.0,3.577777777777778,2017
Sedan,127,Gasoline,,32.0,185.0,True,Kia,10.0,21490.0,3.647058823529412,2020
Minivan,82,Gasoline,,28.0,287.0,True,Chrysler,12.0,30162.0,4.377777777777778,2020
SUV / Crossover,45,Gasoline,False,25.0,166.0,False,Toyota,156092.0,5499.0,3.577777777777778,2008
SUV / Crossover,6,Flex Fuel Vehicle,False,26.0,355.0,False,Chevrolet,50683.0,44924.0,3.4477611940298507,2017
Sedan,50,Gasoline,,37.0,180.0,True,Kia,17.0,25055.0,3.647058823529412,2021
SUV / Crossover,5,Gasoline,False,27.0,179.0,False,Toyota,147462.0,7499.0,3.577777777777778,2011
SUV / Crossover,49,Gasoline,False,26.0,170.0,False,Subaru,133282.0,5499.0,3.577777777777778,2009
Sedan,127,Gasoline,,32.0,185.0,True,Kia,11.0,21490.0,3.647058823529412,2020
SUV / Crossover,17,Gasoline,False,22.0,288.0,False,Buick,118343.0,13499.0,3.577777777777778,2014
Sedan,32,Gasoline,False,23.0,275.0,False,Cadillac,45523.0,6750.0,3.577777777777778,2008
Pickup Truck,6,Flex Fuel Vehicle,False,20.0,285.0,False,Chevrolet,16061.0,35971.0,3.4477611940298507,2019
Sedan,13,Gasoline,,36.0,160.0,True,Chevrolet,47846.74954561977,20719.0,3.4477611940298507,2020
